excavation,transportation,fuel,equipment,workers,output,fuel_type,reduction,future_co2,risk_score,fuel_encoded
40501.95878843864,466.04351679556424,10942.011045901292,2332.1161620841694,362,52454.50615728946,biomass,0.2703456695983013,4582268.25,44.08,0
31853.485947265963,1004.358978969336,5467.875070887964,1663.1562097985316,1005,68497.88431715427,coal,0.2810418054920957,992100875.82,69.21,3
43637.29921429203,4388.575532805865,14077.734549503914,2404.49240307834,803,45498.71455335738,naturalGas,0.3068076041042247,13734878392.81,59.31,1
40281.76780650616,3696.228522125566,13212.145950839658,3033.897284720459,420,24925.451371287505,coal,0.36399566320882776,9950124787.09,67.54,3
9735.217914858775,78.5903145166128,19783.593850263795,4930.6582822447635,687,1140.4037932576305,biomass,0.20139757474395104,1394264.98,53.96,0
44681.6704252539,1249.397539245303,5374.441019444737,4691.93456862521,1823,56436.45056743848,biomass,0.10825122683185998,4964908.3,52.09,0
27197.44097482471,1079.8883501358912,13473.984102968534,4317.657143550953,1571,59474.86743425546,naturalGas,0.16162400040116132,2952365606.31,64.72,1
40468.2876806211,1361.3235769044932,1135.2727250859932,4451.196151739049,462,97232.84751279572,biomass,0.2012585393108951,4391491.52,22.05,0
44856.51934621292,1245.3232536966332,2361.5561700647163,2365.8534572956128,428,36786.35507533328,biomass,0.2998620142648396,4692916.7,53.47,0
16241.172011107263,322.00621575680026,177.9756615267559,3304.3494195284507,459,40019.191040002865,naturalGas,0.05459274394657173,14668816.03,63.95,1
5947.57026412,2300.1131778181334,19989.267553087495,4480.58027853426,1004,20978.158552876834,coal,0.16052488420395766,9477348332.64,77.8,3
11782.790545826114,3666.340039182964,16065.246573234808,1995.1062867071976,1618,7982.895228494869,naturalGas,0.3229449033567609,11484367733.91,57.33,1
21641.835536999686,3037.5913063400076,15755.787993197462,4810.72426781007,1148,77507.64479331231,coal,0.2848001961657434,8267489899.27,74.44,3
40991.73091316341,3367.6296263044183,10243.548898234776,2108.141007242456,60,25718.425369593177,coal,0.30610899075496184,5977035688.02,73.69,3
43106.163871189,414.9344008958334,6071.334949818254,3025.3591936964176,1402,61281.581241973756,coal,0.3341337693037182,501029243.11,71.65,3
844.1304612939398,4757.938643782169,3110.159260807251,3563.533330698241,1947,69089.53051900267,oil,0.3241325016072868,3397329595.75,62.4,2
25781.991477589505,4194.074250876694,5765.027303044627,4755.430464725895,1716,47652.43204187312,coal,0.28876410815347237,4661805036.1,71.6,3
21161.84465586456,4027.400689293357,7581.827316389868,1260.850556558717,1813,87758.85918969197,naturalGas,0.20388153632970674,6317350069.34,59.4,1
11494.336618301148,4116.689187158419,15150.570929907852,3743.348342281279,1548,44935.68925699315,naturalGas,0.3942594151073539,13237933392.27,58.54,1
6433.335683017299,4664.225435582479,10839.269599172732,2628.0371514132066,219,29205.953681134746,naturalGas,0.2491756184565258,10232287555.11,62.26,1
17211.950984479583,2725.8272909073517,1641.9241684541055,1379.3578460721733,897,89705.53677320061,oil,0.12096922327909371,1182796944.59,74.2,2
47174.0303436697,1009.4072691594532,458.77727828235356,3894.2038569921333,1007,86294.86414074569,biomass,0.15248449928667457,5067324.05,33.31,0
16498.545135027383,3087.7502031841805,2136.4103727278566,2783.5002868605407,1936,17239.954760564888,oil,0.2927468595896645,1766814528.11,66.35,2
26180.13577629662,3716.9786534030154,8268.92440257785,3321.8204122158954,1002,3570.140817038174,naturalGas,0.37365884781981223,6672626584.06,56.9,1
35299.4384653113,3692.2077928365866,18670.539049275463,1648.3602894606101,1935,9908.570078612449,naturalGas,0.11255204522206415,13696505256.34,63.94,1
18499.665317775052,2612.0306305927315,12784.30937606351,2432.3060615466447,859,29368.19245682789,biomass,0.07882127351102522,1897838.37,38.22,0
48603.213094687555,351.6090094745545,16056.33540752275,3105.9035423909318,1846,97253.72037242935,oil,0.3585358668147022,1527741145.5,65.06,2
48141.14109963451,1861.8535627663377,9380.854430640517,2054.308530635728,1928,56293.09916292168,naturalGas,0.37034729261949206,3902784972.48,59.49,1
12963.223643355526,4604.625376232153,7297.155055581351,1031.9440722461216,1887,37952.91147089761,coal,0.14673277086056483,5784722461.56,76.17,3
25113.80104167308,2926.4000596895557,2257.167417060792,4810.120436960755,636,88982.89336666188,coal,0.18205000352993395,1294970675.93,76.68,3
15393.476335930098,2696.27639684601,17531.06714150548,2581.7643232109563,688,45860.496816371466,naturalGas,0.28106579912425045,9946323424.16,61.74,1
14599.604471684646,1351.5790367671457,15684.884577655266,3682.9058329241175,1468,32208.62421170109,coal,0.1654755072948662,3846715881.65,75.15,3
2325.9038940493733,1848.5601103837287,3445.5501421947297,2084.6836081024876,786,94180.73334582009,biomass,0.35700554789451855,365683.86,0.0,0
30673.434532004892,4477.776984874315,10293.985221137584,1807.9022319272958,1260,85102.24895307512,naturalGas,0.08765254594985196,10504438002.86,66.21,1
25382.611649828643,3335.65060715891,9798.758677632773,2065.463277412269,672,84523.16916652465,oil,0.06329377733606834,7394298527.23,72.78,2
3048.198186874473,3939.061263494141,12539.32189846192,2075.5233867389666,277,51716.1895619711,naturalGas,0.12297017235997634,10145758870.76,61.8,1
14292.999979712265,2277.183661107599,18929.1191904261,2743.6915739126703,125,79154.40148273004,biomass,0.15013072237173916,1570745.52,8.67,0
45459.16135534936,3154.933625086228,11637.451691073346,2740.1758564077477,1633,18755.982567190636,oil,0.08952430695110628,8475115204.49,75.28,2
12358.313588015135,1249.4342076286055,10850.32360889451,2510.911388620215,1863,57749.07279806812,biomass,0.07299165026922635,1423018.65,11.89,0
7672.296168515543,3530.2495431145967,1101.4263653998125,717.1896353413185,763,98400.74636190702,coal,0.3144626997256294,664772300.99,71.75,3
24727.911633739368,2143.7306551796532,1351.8587727586762,2505.573618577629,1393,29804.884621278205,coal,0.10749679806579009,527529063.98,78.82,3
49289.697478474736,2218.3021189255805,3828.2011474030987,887.0643070822249,1362,79640.88059551985,coal,0.3698727696732064,1736415466.56,69.8,3
12481.735939819271,3250.1183996386394,746.1683566657907,674.3721421640375,1878,49557.362313598656,biomass,0.17879988150683362,1245096.44,12.13,0
33770.70959659099,4682.040301129944,14892.722621843246,4666.596300838781,1073,4940.7626389866455,biomass,0.2847120334024709,3614904.54,54.7,0
38200.17095877152,329.39166957701843,14494.273049479867,3044.502565081136,191,76538.92038375107,naturalGas,0.1288907401690801,1020353934.0,63.71,1
12263.058427623784,4125.468754361568,2807.5190651896946,3314.475787716692,1523,17688.345294819166,oil,0.1341129689721534,2891757069.6,68.52,2
36546.709256287046,1468.9917209568437,16737.97012582609,2038.8786681501506,1242,63515.88314614227,oil,0.25114822100365136,6425081261.05,70.24,2
18705.265069603036,2225.1580779868254,3180.2420934376282,4549.455414978578,912,9480.755210650317,biomass,0.24622502380109518,2077892.35,54.21,0
31799.138614382184,119.34751058729469,6093.39418124744,3207.755923419344,1306,94739.87235210052,biomass,0.31905522980422846,3646632.39,16.52,0
31859.720682664287,1512.219928393222,5054.640293311164,3857.3908541417577,1152,29880.66483085573,coal,0.3152346569929931,1513471767.66,70.73,3
27020.846861700546,2518.129900724351,7508.911261603651,1874.3842216871835,1415,23420.004476062095,biomass,0.2847407176322814,2948187.31,50.79,0
4969.343617693211,290.31862596372065,5167.808941210241,4802.058810054671,955,13784.504002567097,coal,0.20719569806272187,261064979.4,76.5,3
41847.47353166728,2460.5676896219943,9830.123436125195,4111.28338628366,1569,94654.21714056573,biomass,0.361724135198216,4065560.09,18.67,0
16378.613216100925,4636.282038003553,8207.416838958241,4277.044891921991,267,71478.47050168921,oil,0.26790247157745456,9555272049.51,64.86,2
9732.666264792784,535.9121583579481,19732.7328665086,902.3616237574837,1516,74424.42798309078,naturalGas,0.39656947166182505,2420343038.51,58.99,1
2518.369506960814,3824.5592330967665,1212.9343675516907,1391.2678789625365,518,50441.05157664421,biomass,0.3367794362770255,362974.27,0.0,0
29749.20068781797,2054.2585563462035,2929.4093901082974,1463.8516684337064,101,47998.05074177786,coal,0.06550843393341418,1074089879.74,77.87,3
34039.43591119298,3279.3168354764466,1151.2352887811894,1391.0006550720123,1194,11892.103056156187,naturalGas,0.16220786747811122,747986115.86,63.8,1
1321.0975319288796,1308.5806239462945,12554.239780149279,4284.270402416225,158,56424.268462815184,coal,0.2501565007648331,3211352734.26,70.14,3
25848.606385814408,805.8663900813779,1184.7346205330198,207.82973628253094,126,25444.733015770253,coal,0.3025143382550205,190055235.52,71.29,3
11711.540872297928,810.7084452134199,16745.150773784855,426.6949454548328,467,97737.38794724017,naturalGas,0.24261777421667952,2724640528.75,58.16,1
32436.05312526777,361.7548087592918,10287.578750570363,1405.8786096180233,574,79861.51306149959,naturalGas,0.32514564786176364,727780480.18,58.51,1
9131.138235747076,936.3770574572027,10587.45172917252,1039.371224514746,823,41886.21395909587,naturalGas,0.14892947846507062,2085146622.61,63.85,1
34701.418036072064,3324.4547310949515,11275.730703472665,1197.7050887200994,54,15982.78461046177,biomass,0.11436921793148878,3594834.66,60.82,0
19643.3996418766,4409.636153099105,3499.1927554935937,3999.818786803835,1810,78747.83742273961,naturalGas,0.06887083932641955,3433400479.47,67.28,1
46868.134442468356,4072.4871710998978,4034.037031978302,2837.476639765632,783,13083.322941050283,biomass,0.25065981060003273,5161533.31,52.98,0
7307.286735226666,3428.8202062736755,6444.464725172793,78.56477340019157,1852,19744.04159620998,oil,0.29100983223642335,5565541027.61,68.6,2
17382.784376987795,561.0549984214023,11910.578674854843,2175.1476902357663,243,21940.531256678514,oil,0.16415240099177658,1527812096.38,70.51,2
6116.939301409159,1453.0453570167897,4281.343741210269,2069.0303879092767,1408,56132.173189036344,coal,0.2647544646995568,1212878673.47,72.7,3
46272.33410478886,1555.9363078591202,2415.0013699518986,614.0290837504905,1580,78918.60874504627,coal,0.06825503079866524,777837010.15,75.97,3
43928.29799235856,1257.2851625241299,19405.326039726802,3396.901853577213,1883,32117.17299374453,biomass,0.08475267120388127,4982128.77,61.6,0
13268.110571900203,2579.8782419515182,537.4381147114959,3525.381082478481,1982,9382.311613253652,coal,0.29561417029047443,281251299.67,73.72,3
33169.21027869186,2682.4135362495663,16073.67836618683,3618.4214343078834,1948,46989.3078889175,oil,0.17882439682605455,10237042969.79,71.29,2
40952.49890996018,1790.86101610384,15781.89947654294,3655.9311805150305,206,75062.91387483361,biomass,0.28496691088605197,4556947.71,32.52,0
27982.440174173385,1775.4079020948157,6014.56086551741,50.26149331486916,34,22944.72046565144,biomass,0.34110239209797133,2969506.78,50.58,0
26717.70362862232,4144.492433551346,2798.9696585455367,4771.907979041275,404,22772.530255898047,naturalGas,0.3484178531166409,2569485020.26,59.71,1
12471.688399572358,3948.571313115231,2998.010069437926,4080.333396920582,723,94775.47570732437,biomass,0.11025867591255784,1479076.32,7.99,0
5108.587006392011,1545.9012000869209,13978.88918302013,4524.709398116962,1818,95461.21898479862,coal,0.2201999503229713,4421605109.45,71.38,3
44912.18001868967,4569.804334927564,12891.851162614856,127.43431177179897,1069,99056.10747409606,oil,0.30687435327137025,14398823869.97,66.81,2
45070.69382958486,4764.546934842505,15676.638917602597,4672.60103913941,1507,80958.30055590323,coal,0.32089320869341864,13076490727.09,71.48,3
31838.522135026764,1640.4452847299037,18755.875330742183,4058.4532170061184,232,19630.23274762661,oil,0.3246365932551072,7027896622.13,63.98,2
17281.974656910683,1778.5804944773438,13869.35452900518,4194.234757645558,873,21986.170559126873,naturalGas,0.12985856703320459,5428451032.07,61.27,1
17785.873943326715,2533.1144255755744,3201.445577373725,511.77255437374413,1822,34682.2989107168,oil,0.11738718620332068,1978237088.13,69.68,2
36434.80610407685,4706.192854543031,4944.508073631672,3706.9512431470584,539,32495.120602015595,naturalGas,0.2565043638957936,4597935776.08,59.7,1
44906.95786765256,4382.833971380134,16859.65524437498,4801.58761372835,1221,95696.2471587229,coal,0.3093800292083769,14555279323.89,68.72,3
44410.778001123304,521.8141332921132,4265.190909100751,3408.809340019895,1435,79118.32430528766,naturalGas,0.16169883043696764,508309321.27,61.31,1
39103.83951995238,1969.726408924367,1543.19410739418,2874.278952891802,266,72676.87042399384,biomass,0.08664680490184755,4281674.13,34.1,0
